website,timestamp,industry,company_name,about_us,headquarters,employee_range,employee_profile,year-founded,locations,specialties,what_they_do,capitaliq_employee
https://www.thetradedesk.com/us,2022-02-02 02:51:09.406977,Internet,"The Trade Desk, Inc.","A media buying platform built for what matters.Trusted journalism. Premium streaming TV. One-click commerce. All these amazing online experiences thrive on an open internet. And they’re all fueled by relevant advertising.That’s why we created an independent media buying platform designed for the open internet. One that helps marketers reach more customers in more places, with more transparency and choice at every stage — from planning to pricing to performance.At its best, the internet is an open marketplace of ideas, content, and commerce. And we intend on keeping it that way. Because the open internet matters.","Ventura, CA","1,001-5,000",2107,2009,21,"Online Advertising
Real Time Bidding
Demand Side Platforms
Behavioral Targeting
and Data Management Platforms",,1545
https://www.westernunion.com/us/en/home.html,2022-02-02 02:51:42.700309,Financial Services,The Western Union Company,"We are a global leader in cross-border, cross-currency money movement. From small businesses and global corporations, to families near and far away, to NGOs in the most remote communities on Earth, Western Union helps people and businesses move money - to help grow economies and realize a better world. We continue to innovate, developing new ways to send money through digital, mobile, and retail channels, with an array of convenient pay-out options to meet business and consumer needs. Services may be provided by Western Union Financial Services, Inc. NMLS# 906983 and/or Western Union International Services, LLC NMLS# 906985, which are licensed as Money Transmitters by the New York State Department of Financial Services.  See terms and conditions for details.Western Union International Bank GmbH is regulated by the Financial Markets Authority in Austria.","Denver, Colorado","10,001+",10895,1851,18,"Money Transfer Services
Business Financial Services
Bill Payment
Financial Services
Financial Technology
Digital Applications
Digital Payments
and Digital Money Transfer",,11000
https://www.thermofisher.com/us/en/home.html,2022-02-02 02:53:05.646104,Biotechnology,Thermo Fisher Scientific Inc.,"About Thermo Fisher ScientificThermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with annual revenue of approximately $35 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, improving patient diagnostics and therapies or increasing productivity in their laboratories, we are here to support them. Our global team of more than 90,000 colleagues delivers an unrivaled combination of innovative technologies, purchasing convenience and pharmaceutical services through our industry-leading brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, Unity Lab Services and Patheon. For more information, please visit www.thermofisher.com","Waltham, MA","10,001+",65437,,,"Analytical Instruments
Laboratory Supply Chain Programs and eCommerce
Laboratory Equipment
Lab Services
Specialty Diagnostics
Life Sciences
Pharma Services
and CDMO",,80000
http://www.theta-edge.com/,2022-02-02 02:53:46.208953,Information Technology &amp; Services,Theta Edge Berhad,Theta Edge Berhad (“Theta Edge Berhad”) is one of Malaysia’s pioneer Information Communication and Technology (ICT) Service Provider. The company made its debut on the Second Board of the Kuala Lumpur Stock Exchange in 1994 and moved to the Main Board in 1999 and currently is categorized under the Technology sector of the main market of Bursa Malaysia Securities Berhad. The Group has been in business for more than 30 years focusing on the following;Information Technology SolutionsTelecommunication Engineering Services & Civil WorksMobility Solutions Green Energy Consultant and System IntegratorTheta Edge’s businesses continues to grow and currently has more than 300 professionals employed specialising in various fields to deliver solutions to their customers. Theta Edge continues to nurture these professionals with current knowledge and tools to provide solution offerings in dynamic technology enviroment.,"Petaling Jaya, Selangor",201-500,93,1984,,,,318
https://www.thinkresearch.com/ca/,2022-02-02 02:55:10.202459,Information Technology &amp; Services,Think Research Corporation,"Think Research is a rapidly-growing healthcare software company based in downtown Toronto. Our mission is to organize the world’s health knowledge so that everyone gets the best care.Our point-of-care, clinical decision support tools are used by health systems and healthcare providers (i.e. doctors, nurses, pharmacists, and more) to dramatically improve healthcare outcomes, save clinicians' time, and reduce administrative burdens and costs. Today, with a growing network of clients, collaborators and partners, this principle of collaboration is supported by our entire suite of applications. Deployed in over 2,200 health care facilities across Canada, the US and around the world, our tools are transforming healthcare, one clinical support tool at a time.","Toronto, Ontario",51-200,153,2006,,"Healthcare software
Research and development
Order Sets
Patient Safety
Clinical research
Software
health outcomes
Clinical support
digital health
and healthcare technology",,189
https://www.thoughtworks.com/,2022-02-02 02:55:41.858521,Information Technology &amp; Services,"Thoughtworks Holding, Inc.","Founded over 27 years ago, we’ve grown from a small team in Chicago to a leading global software consultancy of more than 10,000 employees. With our roots in custom systems and agile software delivery, we’re at the forefront of defining the tech principles used by some of the world’s most successful organizations. We have invested in organic growth, building on the strategy, design, data and engineering capabilities required to bring a truly integrated approach to solving our client's toughest challenges. Our collaborative, cross-functional teams deliver real results, fast.A lot has changed since then but the important stuff stayed the same: We’re a community of passionate, purposeful individuals revolutionizing software design and delivery while advocating for positive social change. At our core, we’re geeky software engineers and consultants who love solving big, interesting problems.Thoughtworks challenges curious minds to make a real impact. Together, we’re creating a place where you are free to make your mark on the world through technology.","Chicago, IL","10,001+",10195,1993,37,"Agile Development (Scrum
XP
Lean)
Retail Customer Experience Consulting
Management Consulting
Data Science and Analytics
Product Innovation
Open Source Communities
Continuous Delivery
User Experience Design
Agile Development Tools
and Mobile Strategy",,10076
https://www.thundersoft.com/,2022-02-02 03:01:49.983179,Information Technology &amp; Services,"Thunder Software Technology Co.,Ltd.","Thunder Software Technology Co., Ltd. (Stock Code: 300496) is a world-leading smart device operating system and platform technology provider. Since its inception in 2008, Thundersoft has focused on providing industry-leading smart device operating system solutions, helping to speed up the time to market of products in industries such as smart terminals, IoT, automotive, etc.  Thunder Software Technology (M) Sdn. Bhd. was founded in 2018, located in Penang, Malaysia with expertise on different OS such as Android, Linux and Windows that connect between devices and cloud. By having a deep collaboration with chipset partners, the core competencies such as deep learning, media graphics, Linux/window development and validation, mechanical design, operating system optimization have been well established in the company, bringing huge benefits and solutions for the customers around Southeast Asia.In the coming years, AIOT and cloud will become increasingly smarter with greater demands for connectivity between smart devices and the cloud. ThunderSoft Malaysia shall be able to fulfill the need of the advent of smartphones, robots, smart cities, smart vehicles, smart manufacturing, etc that will benefit the customers around Southeast Asia. As a technology-driven enterprise, Thundersoft not only focuses on internal innovation, but also supports the innovation of others including startups and developers.","Bayan Lepas, Pulau Pinang",51-200,4,2018,,,"{'Human Resources': '2', 'Operations': '1', 'Engineering': '1'}",7375
https://www.thyrocare.com/,2022-02-02 03:02:40.954538,"Health, Wellness &amp; Fitness",Thyrocare Technologies Limited,"Founded in the year 1996, Dr. A Velumani, a BARC scientist turned entrepreneur, fathered Thyrocare. Thyrocare Technologies Limited has emerged to be the biggest leader and a trendsetter in the Indian Diagnostic Industry. It spans over 1000 plus dedicated service providers across India who cater to the diagnostic needs of end user and small laboratories who outsource the high-end tests to Thyrocare.Focused on metabolic chronic disorders, Thyrocare works on intelligently packaged preventive care profiles.Today, the rise in health calamities due to changing lifestyle has inspired the company to make preventive healthcare as its prime focus! Embracing a test menu of over 200 tests under different technologies, to detect the ever rising health issues; Thyrocare operates with a 24x7 functional Centralized Processing Laboratory (CPL) in Mumbai - India for esoteric tests; and Regional Processing Laboratory (RPL) in major metro cities of India and other parts of Asia. The laboratory automation Aptio, a unified solution for pre-analytical, analytical and post-analytical phases, has the capacity to handle 100,000 samples every day. With an error-free processing, around Currently it handles 50,000 samples every day with over 200,000 investigations every night, before midnight and only in night. This is ably supported with its unmatched speed with a synchrony of Air cargo logistics and barcoded, bi-directional systems connecting the country to its laboratory seamlessly. Along with technologies, automation and tests, Quality remained the heart of Thyrocare right from its inception. The laboratory got accredited by ISO 9001:2001 which has now escalated to ISO 9001:2008, NABL in 2005 and CAP (College of American Pathologists) in 2007.Our Major StrengthsQuality, Cost, Speed, Reach, Systems and FocusSpecialties:Thyroid, Diabetes, Anemia, Arthritis, Cancer, Infertility, Pregnancy, Preventive Healthcare, Diagnostic Laboratory, PET-CT Scan","Navi Mumbai, Maharashtra","1,001-5,000",1760,1996,,"Preventive Health care
Diagnostic Laboratory
Medical Health Care Services
and PET CT Scan",,1582
https://www.tick-ts.de/en/,2022-02-02 03:03:23.332862,Information Technology &amp; Services,tick Trading Software AG,"The software company was founded in 2002 by Oliver Wagner and entrepreneurs from the financial industry, including CEO Matthias Hocke. In collaboration with leading banks and brokers the international expert team concentrated from the beginning on delivering the most advanced package for professional trading of all asset classes, worldwide.Experienced engineers and young developers are committed to rethink the standards and design innovative solutions for a broad variety of financial service providers. Their objective is to explore emerging technologies that may disrupt existing marketplaces and financial services. Today the tick-TS core product – the TradeBase MX System – is successfully used by major clients and partners, for example HSBC and UniCredit. With 3,000 installations worldwide and millions of transactions processed per day, TradeBase MX has proven to be a highly reliable, state-of-the-art trading system.Besides the TradeBase MX system tick-TS AG pioneers in monitoring solutions to make ends meet with regulatory oversight authorities like BaFin, ESMA and complex guidelines like MIFID II.In addition, tick-TS AG provides tailor-made solutions covering everything from development and implementation to housing and hosting our clients' trading applications and infrastructure in Frankfurt/Main.tick-TS AG is listed at Boerse Duesseldorf. The International Securities Identification Number (ISIN) of the shares is DE000A0LA304. Shareholders are the broker company sino AG, HSBC Deutschland and the founders.The executive board of the company consists of Gerd Goetz (CEO) and Matthias Hocke (CEO).For more information please contact: IR@tick-TS.com","Düsseldorf, NRW",Nov-50,18,2002,,"Trading
Frontend
Exchange Gateways
Order Routing
and ASP",,23
https://tiekinetix.com/en,2022-02-02 03:04:00.410366,Computer Software,TIE Kinetix N.V.,"At TIE Kinetix, we deliver Software as a Service (SaaS) solutions to companies, governmental institutions, and their suppliers, to help them exchange all business documents electronically and simplify supply chain processes as a result. FLOW Partner Automation, our software platform, empowers its users to engage in smart business exchanges and streamline communication through seamless integration with any existing system. Since 1987, we have supported all EDI and e-invoicing standards and communication methods worldwide. Today, our global team of experts share their knowledge with our 2,500+ customers, facilitating the exchange of over 1 billion documents through FLOW each year.TIE Kinetix is a public company (Euronext: TIE), and has offices in the Netherlands, France, Germany, Australia, and the United States. For more information visit: www.TIEKinetix.com.",,51-200,135,1987,5,"Integration & EDI Solutions
B2B Managed Services
Analytics & Optimization Solutions
E-invoicing Solutions
Onboarding Services
and E-Archiving Solutions",,104
https://www.tietoevry.com/,2022-02-02 03:07:24.583355,Information Technology &amp; Services,TietoEVRY Oyj,"In a rapidly changing world, technology is everything. It's in the fabric of society. In every part of every business. At the very heart of human evolution. It’s a great power that comes with great responsibility.At Tietoevry, we believe it’s time to shift perspective. It’s not about what technology can do anymore — but what it should. So that the futures of businesses, societies, and humanity can live and thrive. Side by side.This is why we're making it our business to create purposeful technology that reinvents the world for good.https://www.tietoevry.com/en/#purposefultechnology #Tietoevry","Helsinki, Finland","10,001+",11939,,,,,23860
https://www.tietoevry.com/,2022-02-02 02:26:43.138935,Information Technology &amp; Services,EVRY ASA,"In a rapidly changing world, technology is everything. It's in the fabric of society. In every part of every business. At the very heart of human evolution. It’s a great power that comes with great responsibility.At Tietoevry, we believe it’s time to shift perspective. It’s not about what technology can do anymore — but what it should. So that the futures of businesses, societies, and humanity can live and thrive. Side by side.This is why we're making it our business to create purposeful technology that reinvents the world for good.https://www.tietoevry.com/en/#purposefultechnology #Tietoevry","Helsinki, Finland","10,001+",11939,,,,,9306
https://www.timepeoplegroup.com/,2022-02-02 03:08:14.907201,Information Technology &amp; Services,Time People Group AB,"Time People Group är en koncern med nio bolag: Brivalo, Giraff Data konsult, Efftre, Crio, Waymark, Olingo, ArchNet, Novatrox och cfinder. Bolagen erbjuder IT-specialistkonsulter och sveriges främsta digitala mötesplats för konsulter inom allt från kvalitetssäkring och förändringsledning till utveckling av programvaror.Huvudsyftet med bolagens verksamheter är att utveckla, förenkla och effektivisera IT och verksamheterna hos koncernens alla kunder. Time People Group drivs av engagemang och lösningsfokus. Ledstjärnan är att ge kunderna förutsättningar att ta tillvara på digitaliseringens möjligheter och att ha moderna, säkra och effektiva IT-system. Koncernen och dess bolag har ett heltäckande tjänsteutbud när det gäller verksamheters behov av att bygga och förvalta moderna IT-system.","Stockholm, Stockholm",51-200,13,2012,,,,152
https://tintra.com/,2022-02-02 03:11:37.928227,Banking,Tintra PLC,We are a fintech company focused on building technology that drives financial inclusion in economies across the emerging world using in-house world class artificial intelligence.,"London, Mayfair",Nov-50,8,2006,,"Emerging Market Capital Flow
Architecture & Design
Structuring Tax Efficient & Effective Ownership Vehicles
Major Asset Acquisition
New York Redvelopment
Prime London Redevelopment
Low Risk-Strong Yield Debt & Equity Funds
and Multi Family Office Advisory",,23
https://tintri.com/,2022-02-02 03:12:18.310523,Information Technology &amp; Services,"Tintri, Inc.","Tintri all-flash storage and software is specifically built for virtualized workloads. We replace legacy storage solutions with technology that automatically manages an organization’s applications, so databases, virtual desktops and DevOps workloads all perform flawlessly. Customers plug Tintri in and walk away. As a result, Tintri has built a customer base of 1,500+ fanatical enterprises and an 81-point Net Promoter Score.  Tintri is a wholly owned business unit of DDN, the world's largest privately held storage company.","Santa Clara, California",201-500,223,2008,,"All-flash arrays
Enterprise cloud
all-flash storage
virtualized workloads
predictive analytics
data protection
disaster recovery
automation
VDI
scale-out
DevOps
primary storage
and storage",,445
https://www.tis.com/,2022-02-02 03:13:12.843356,Computer Software,TIS Inc.,"System Life Cycle Support：To help us resolve customer issues, TIS has a basic framework of solutions that enables us to approach from all angles.Total Outsourcing：For everything spanning IT operations to peripheral business, TIS boosts efficiency of our customers' business environments by applying total outsourcing solutions.",,"1,001-5,000",749,1971,,,"{'Information Technology': '147', 'Engineering': '98', 'Business Development': '74', 'Sales': '63', 'Operations': '36', 'Program and Project Management': '34', 'Education': '33', 'Arts and Design': '20', 'Consulting': '20', 'Support': '19', 'Administrative': '13', 'Military and Protective Services': '12', 'Marketing': '10', 'Research': '9', 'Accounting': '7'}",21817
https://pos.toasttab.com/,2022-02-02 03:17:11.835085,Computer Software,"Toast, Inc.","Toast empowers restaurants of all sizes to build great teams, increase revenue, improve operations, and delight guests.  We pair our deep understanding of the restaurant industry with powerful cloud based software and restaurant-grade hardware to deliver an intuitive, all-in-one platform, across point of sale, guest marketing, digital ordering & delivery, and payroll & HRWe are Toasters! Think you could be one too? http://pos.toasttab.com/careers","Boston, MA","1,001-5,000",3050,2011,,"Android Software
Point of Sale Software
Restaurant Technology
Fintech 
and SaaS",,1800
https://www.tobesoft.com/Index.do,2022-02-02 03:17:43.498862,Computer Software,"TOBESOFT Co., Ltd.","Founded in 2000, TOBESOFT is the market leader in the Enterprise UI/UX Platform in Korea. It has over 2000 customers in Korea and other international markets such as Japan, India, US and U.K. Over the years, it has won several industry awards and accolades.  With a strong foundation in R&D and customer services, it is leading enterprise adoption of Enterprise UI/UX Platform including mobile space.XPLATFORM™, enabling rich and responsive UI/UX, gives an innovative result of implementing fulfilling requirement of enterprise users. Plus it is just one common application execution environment with cross platforms capabilities – PC, Mobile.XPLATFORM™, provides multi functional components including grid, chart, and so forth. And powerful RAD tool, UX-Studio™, improves dramatically development productivity.",,51-200,78,,,,"{'Engineering': '10', 'Business Development': '8', 'Information Technology': '7', 'Consulting': '6', 'Education': '4', 'Marketing': '3', 'Sales': '3', 'Finance': '2', 'Human Resources': '2', 'Operations': '2', 'Research': '2', 'Military and Protective Services': '1', 'Program and Project Management': '1', 'Arts and Design': '1'}",247
https://todosmedical.com/,2022-02-02 03:18:29.146606,Biotechnology,Todos Medical Ltd.,"Founded in Rehovot, Israel with offices in New York City, Todos Medical Ltd. (OTCQB: TOMDF) engineers life-saving diagnostic solutions for the early detection of a variety of cancers. The Company's state-of-the-art and patented Todos Biochemical Infrared Analyses (TBIA) is a proprietary cancer-screening technology using peripheral blood analysis that deploys deep examination into cancer's influence on the immune system, looking for biochemical changes in blood mononuclear cells and plasma. Todos' two internally-developed cancer-screening tests, TMB-1 and TMB-2, have received a CE mark in Europe. Todos recently acquired U.S.-based medical diagnostics company Provista Diagnostics, Inc. to gain rights to its Alpharetta, Georgia-based CLIA/CAP certified lab currently performing PCR COVID testing and Provista's proprietary commercial-stage Videssa® breast cancer blood test.Todos is also developing blood tests for the early detection of neurodegenerative disorders, such as Alzheimer's disease. The Lymphocyte Proliferation Test (LymPro Test™) is a diagnostic blood test that determines the ability of peripheral blood lymphocytes (PBLs) and monocytes to withstand an exogenous mitogenic stimulation that induces them to enter the cell cycle. It is believed that certain diseases, most notably Alzheimer's disease, are the result of compromised cellular machinery that leads to aberrant cell cycle re-entry by neurons, which then leads to apoptosis. LymPro is unique in the use of peripheral blood lymphocytes as a surrogate for neuronal cell function, suggesting a common relationship between PBLs and neurons in the brain.Todos has entered into distribution agreements with companies to distribute certain novel coronavirus (COVID-19) test kits. The agreements cover multiple international suppliers of PCR testing kits and related materials and supplies, as well as antibody testing kits from multiple manufacturers after completing validation of said testing kits and supplies.","New York, NY",Nov-50,15,2010,2,"IPO
BIO
OTCQB
CANCER SCREENING
Cancer Diagnostics
Blood Screening
Biochemical Testing
Biochemistry Patents
TBIA
Early Detection
SEC Reporting
and TOMDF",,7
https://www.tcs-net.co.jp/,2022-02-02 03:19:53.976035,Information Technology &amp; Services,"Tokyo Nissan Computer System Co., Ltd.",Tokyo Nissan Computer System Co Ltd,"Shibuya, Tokyo",51-200,12,,,,"{'Sales': '3', 'Business Development': '3', 'Information Technology': '2', 'Human Resources': '1', 'Education': '1', 'Entrepreneurship': '1'}",153
https://www.torrentpharma.com/,2022-02-02 03:23:32.828651,Pharmaceuticals,Torrent Pharmaceuticals Limited,"Torrent Pharma, with annual revenues of more than Rs 8,000 crores, is the flagship Company of the Torrent Group, with group revenues of Rs 20,500 crores. It is ranked 8th in the Indian Pharma Market and is among the Top 5 in the therapeutic segments of Cardiovascular (CV), Central Nervous System (CNS), Gastro-intestinal (GI), and Vitamins Minerals Nutritionals (VMN). Torrent has 8 manufacturing facilities (7 in India & 1 in US), of which 5 are USFDA approved. With R&D as the backbone for its growth in domestic & overseas market, it has invested significantly in R&D capabilities with state-of-the-art R&D infrastructure employing around 700 scientists.The acquisition of Elder Pharma's Indian branded business in 2013, Dermaceuticals business of Zyg Pharma in 2015, API plant of Glochem Industries in 2016, Women healthcare brands from Novartis and Unichem's Indian branded business along with its Sikkim Plant in 2017 strengthened Torrent Pharma's position in the Indian Pharma market.Torrent Pharma started international acquisitions in 2005 with the 90 year old Heumann from Pfizer to enter the German market. In January 2018, Torrent also acquired Bio-Pharm, Inc. (BPI) a generic pharmaceuticals and OTC Company, based in Levittown Pennsylvania, USA, which also included a US FDA registered manufacturing facility.Today, the Company has presence in more than 40 countries and is ranked No. 1 among the Indian pharma Companies in Brazil, Germany and Philippines. Torrent Pharma is committed towards “not just healthcare but lifecare.”","Ahmedabad, Gujarat","10,001+",6934,1971,,"Pharmaceuticals : Cardiovascular
Central Nervous System
Gastro-intestinal
Diabetology
Anti-infective and Pain management segments
and Women Healthcare","{'Sales': '1,397', 'Business Development': '1,360', 'Research': '825', 'Operations': '693', 'Quality Assurance': '554', 'Administrative': '326', 'Engineering': '305', 'Healthcare Services': '221', 'Marketing': '221', 'Information Technology': '184', 'Human Resources': '126', 'Education': '86', 'Finance': '66', 'Legal': '63', 'Product Management': '60'}",13505
http://www.tsb.co.kr/en/,2022-02-02 03:24:07.118528,Information Technology &amp; Services,Total Soft Bank Ltd.,"Worldwide IT sotutions provider in Port & Logistics Industry and it was established in 1988 and it has a headquarter in Busan, Korea with development center in Vietnam, Egypt. The flagship product is CATOS, Container Terminal Operating System and CASP, Stowge Planning Sytem and so on.",,51-200,81,1988,,"Container Terminal Operating System
Container Temrinal Management System
IT solutions for Port Industry
and Port Community System","{'Engineering': '23', 'Information Technology': '11', 'Quality Assurance': '11', 'Operations': '7', 'Sales': '5', 'Program and Project Management': '4', 'Research': '3', 'Finance': '2', 'Support': '2', 'Consulting': '2', 'Legal': '1', 'Marketing': '1', 'Product Management': '1', 'Administrative': '1', 'Education': '1'}",120
https://www.tpximpact.com/,2022-02-02 03:28:00.699357,Management Consulting,TPXimpact Holdings PLC,"We're TPXimpact. We deliver transformation that matters to organisations, to public services and to society. Our multidisciplinary teams work across technology, design, and digital experiences. We're united by the belief that it's possible to deliver more – that by harnessing digital technologies, modern ways of working and a fresh mindset we can create better outcomes for people and the planet.This is what impact means to us.If you share our vision we'd love to hear from you. Follow us for all our latest news and content, take a look at our career opportunities, or contact our team today.","London, England",201-500,137,2008,,"technology
digital
communications
engagement
change management
public services
agile
government
and ux design",,500
https://trackx.com/,2022-02-02 03:28:36.727282,Computer Software,TrackX Holdings Inc.,"TrackX, Inc. (TSX.V: TKX), based in Denver, Colorado, TrackX is the enterprise tracing, tracking & collaboration solution that leading brands trust to achieve more sustainable and better performing supply chains.  TrackX is the only integrated end-to-end solution that combines the best technology, analytics and expertise to collect, process and analyze asset data to drive better performance.  TrackX solutions are built on an enterprise scalable and fully customizable platform that leverages a broad array of RFID, IoT (Internet of Things) and Sensor Technologies to provide item level visibility to customers across a broad array of industries, including food & beverage, logistics, healthcare, financial services and cannabis.  Over the past 10 years, dozens of Fortune 500 Companies and Government agencies have trusted TrackX to help them improve performance.","Denver, Colorado",51-200,14,2013,,"Supply Chain Management
Asset Tracking & Management
Yard Management
Returnable Asset Tracking & Management
Reusable Asset Tracking
High Value Asset Tracking & Management
Inventory Management
Beer Keg Tracking & Management
Global Asset Management for Enterprises
Physical Asset Management
Software Platform
and IT Asset Tracking","{'Engineering': '5', 'Business Development': '4', 'Information Technology': '3', 'Entrepreneurship': '3', 'Product Management': '2', 'Marketing': '1', 'Program and Project Management': '1', 'Consulting': '1', 'Education': '1'}",13
https://tracsis.com/,2022-02-02 03:29:07.265034,Transportation/Trucking/Railroad,Tracsis plc,"Tracsis is a technology company that solves business-critical resource, planning, asset, and safety/risk management problems across the transportation sector. We also develop innovative product solutions like smart ticketing and automated delay repay to improve the customer experience. We utilise advanced data capture and analytics methodologies to enhance our offering.Tracsis develops software and hardware products and delivers consultancy, data capture, analytics/informatics and event transport management services.",,201-500,30,,,,"{'Human Resources': '4', 'Program and Project Management': '4', 'Business Development': '4', 'Engineering': '4', 'Product Management': '3', 'Sales': '3', 'Marketing': '2', 'Operations': '2', 'Accounting': '1', 'Information Technology': '1', 'Real Estate': '1', 'Research': '1', 'Consulting': '1'}",500
https://www.tradelink.com.hk/en/index.html,2022-02-02 03:37:58.785914,Information Technology &amp; Services,Tradelink Electronic Commerce Limited,"Established in 1988, Tradelink Electronic Commerce Limited is a leading provider of e-commerce services for Hong Kong business community. Since 1997, Tradelink has been providing Government Electronic Trading Services (GETS) for the trading community, initially under a 7-year exclusive franchise (1997-2003) and thereafter under licences with the current one expiring by end of 2024, extendable up to three years at the Government's discretion. Over the years, Tradelink has earned the trust and support of the trading community; enabling it to stand firmly as the dominant player in the e-commerce market. With the mission to empower its clients with business enabled e-solutions for their commercial and financial activities, Tradelink has diversified its business beyond GETS into other business areas. In addition to GETS, Tradelink also offers a wide range of solutions, including supply chain solutions, digital certification services/identity management solutions, payment technology solutions and a Community Logistics Platform through its subsidiaries Digital Trade and Transportation Network Limited, Digi-Sign Certification Services Limited, Tradelink PayTech Solutions Limited and VSHIP Limited. Tradelink was listed on the Main Board of The Stock Exchange of Hong Kong Limited (Stock Code: 0536) on 28 October 2005.","Hong Kong, HK",201-500,114,1988,,"government electronic trading services
identity management
online security solutions
digital certification services
security tokens
biometric authentication
digital signing solutions
secure payment solutions
smart POS
Supply Chain Solutions
Community Logistics Platform
eKYC
Digital Warehousing Solutions
Transport and Distribution Solutions
Distributed Order Management System
face recognition
IoT solutions
Supplier Management Services
Multi Factor Authentication
and trade compliance services",,264
https://www.trajanscimed.com/,2022-02-02 03:38:29.543568,Biotechnology,Trajan Group Holdings Limited,"Science can do great things. With the right vision, tools and people, science can improve human health.At Trajan, we focus on the good science can deliver to impact our wellbeing. Our goal is to collaborate with academic and industry partners to develop innovative products for scientific and medical analysis.From sample sources to laboratories to individuals, Trajan makes scientific analytical systems more selective, sensitive and specific in measurements for biological, environmental and food samples. We are advancing scientific tools and chemistry to improve the quality of data labs get from their samples. Trajan is especially interested in technologies that can lead to portability, miniaturization and affordability - making science more accessible.Our driving force is better health for the future – and delivering breakthrough solutions to the world. Join us on our analytical and medical science journey. Together, let’s enhance the wellbeing of our communities.Trajan employs a global workforce with operations in Australia, Europe, the US and Asia.","Ringwood, Victoria",201-500,191,2011,9,"Commercialization through Partnership
Technology Discovery and Development
Global Logistics
Laboratory Workflow Solutions
Advanced manufacturing
Industry-Academic collaboration
Biotechnology
Science
STEM
Automation
Microsampling
Technology
hemaPEN
Chromatography
Engineering
Innovations
Candidates
Stephen Tomisich
ASTech program
and Research and Developments",,432
https://www.trans-cosmos.co.jp/,2022-02-02 03:39:08.829022,Information Technology &amp; Services,transcosmos inc.,"transcosmos launched its operations in 1966. Since then we have combined superior People with the latest Technology to enhance the competitive strength of our client companies by providing them with superior and valuable services.transcosmos currently offers Cost Reduction Services (e.g., contact center, back-office services for HR/Finance/Sales departments, order management and supply chain management, and system development and operation) and Sales Expansion Services (e.g., Big Data analysis, Internet advertising, website development and operation, smartphone/SNS utilization, and telemarketing).transcosmos continues to pursue Operational Excellence by providing these services through our 171 locations in 32 countries with a focus on Asia.Furthermore, following the expansion of E-Commerce markets across the globe, transcosmos has been providing a comprehensive One-Stop Global E-Commerce Services to deliver the products and services of our clients to consumers in over 49 countries.transcosmos aims to be the “Global Digital Transformation Partner” of our clients, supporting the clients’ transformation by leveraging digital technology, responding to the ever changing business environment.",,"10,001+",3489,1966,2,"Digital Marketing
E-Commerce
Contact Center
Fulfillment
Web Integration
Omni-Channel DMP
Telemarketing
Analytics
Human Resources
Accounting
Back-Office
Order Management
SCM
Housing and Construction
Social Infrastructure
System Development and Support
and BPO",,35760
https://transiro.com/,2022-02-02 03:39:37.129000,Information Technology &amp; Services,Transiro Holding AB,"Transiro skapar smarta och branschanpassade produkter för orderhantering av transporter. Genom att utveckla och förbättra alla delar av orderhanteringen sparar Transiros kunder tid, resurser och miljö. Med den senaste funktionaliteten alltid tillgänglig och en dynamiska anpassad prismodell kan transportföretag, oavsett storlek, utnyttja kraften i Transiros produkter från dag ett och skala sina kostnader i takt med sin egen tillväxt av fordon.Med teknik i framkant och ständig innovation levererar Transiro morgondagens lösningar – idag.Läs mer på www.transiro.com",,02-Oct,8,2016,,"IT
Transport solutions
and Cloud solutions","{'Business Development': '5', 'Sales': '2', 'Information Technology': '1', 'Community and Social Services': '1', 'Education': '1', 'Engineering': '1'}",14
http://www.tranwayinc.com/,2022-02-02 03:40:08.338370,Computer Software,Tranway Technologies Limited,"Established in the year 2014, Tranway Technologies Limited is recognized as a global leader in Information Technology and consulting services. We endeavor to offer quality and innovative service in information technology, software services, software products and staffing solutions. We are hardhearted in Bangalore – the silicon city of India with operations in South Africa and Malaysia. Our organization is driven by industry-experts, who set right guidelines and visions in business operations. The effective strategies designed by them not only empower you, but also leverage growth encouraging customer-engagement.","Bengaluru, Karnataka",51-200,32,2015,,,"{'Human Resources': '20', 'Information Technology': '3', 'Sales': '3', 'Finance': '2', 'Business Development': '2', 'Engineering': '2', 'Healthcare Services': '1', 'Legal': '1', 'Administrative': '1', 'Quality Assurance': '1', 'Education': '1'}",48
